id,originalName,technology,tag,standard
7750,CWE-91: Avoid XPath injection vulnerabilities,"C#,VB .Net,JEE",AIP-GDPR,AIP
7752,CWE-73: Avoid file path manipulation vulnerabilities,"C#, etc.",A9-2017,OWASP
7752,CWE-73: Avoid file path manipulation vulnerabilities,"C#, etc.",ASCSM-CWE-22,CISQ
7752,CWE-73: Avoid file path manipulation vulnerabilities,"C#, etc.",ASCSM-CWE-78,CISQ
7752,CWE-73: Avoid file path manipulation vulnerabilities,"C#, etc.",CWE-73,CWE
7752,CWE-73: Avoid file path manipulation vulnerabilities,"C#,VB .Net,JEE",AIP-GDPR,AIP
7754,Avoid using COMPUTE statement for elementary arithmetic operation,Cobol,** missing tag **,** missing standard **
7756,Avoid using READ statement without AT END clause or INVALID KEY clause,Cobol,** missing tag **,** missing standard **
7760,"Avoid triggers, functions and procedures with a very low comment/code ratio","DB2 Server, etc.",** missing tag **,** missing standard **
7762,"Avoid undocumented Triggers, Functions and Procedures","DB2 Server, etc.",** missing tag **,** missing standard **
7766,Avoid Artifacts with High Cyclomatic Complexity,"ASP, etc.",** missing tag **,** missing standard **
7768,Avoid Artifacts with High Depth of Code,"ASP, etc.",** missing tag **,** missing standard **
7770,Avoid Artifacts with too many parameters,"ASP, etc.",** missing tag **,** missing standard **
7772,Avoid Artifacts with High Essential Complexity,"ASP, etc.",** missing tag **,** missing standard **
7774,Avoid Artifacts with High Integration Complexity,"ASP, etc.",** missing tag **,** missing standard **
7776,Avoid Artifacts with High Fan-In,"ASP, etc.",ASCMM-MNT-11,CISQ
7778,Avoid Artifacts with High Fan-Out,"ASP, etc.",ASCMM-MNT-4,CISQ
7780,Avoid Classes with a very low comment/code ratio,"ABAP, etc.",** missing tag **,** missing standard **
7782,Avoid empty finally blocks,"ASP, etc.",ASCRM-RLB-1,CISQ
7784,Avoid Artifacts with lines longer than X characters,"ASP, etc.",** missing tag **,** missing standard **
7786,Avoid long Table or View names,"SAP SQL, etc.",** missing tag **,** missing standard **
7788,Avoid empty catch blocks,"ABAP, etc.",ASCRM-RLB-1,CISQ
7790,Avoid Cursors inside a loop,"SQL Server, etc.",** missing tag **,** missing standard **
7792,Avoid Classes with a High Number Of Children,"ABAP, etc.",ASCMM-MNT-18,CISQ
7794,Avoid Classes with a High Public Data Ratio,"Visual Basic, etc.",** missing tag **,** missing standard **
7796,Avoid Classes with a High Lack of Cohesion - variant,"ABAP, etc.",** missing tag **,** missing standard **
7798,Avoid Classes with a High Lack of Cohesion,"ABAP, etc.",** missing tag **,** missing standard **
7800,Avoid Classes with High Coupling Between Objects,"PowerBuilder, etc.",** missing tag **,** missing standard **
7802,Avoid Classes with a High Depth of Inheritance Tree,"ABAP, etc.",ASCMM-MNT-17,CISQ
7804,Avoid Classes with High Weighted Methods per Class,"Visual Basic, etc.",** missing tag **,** missing standard **
7806,Avoid Artifacts with Group By,"ABAP, etc.",** missing tag **,** missing standard **
7808,Avoid Artifacts with SQL statement including subqueries,"ABAP, etc.",A3-2013,OWASP
7808,Avoid Artifacts with SQL statement including subqueries,"ABAP, etc.",ASCPEM-PRF-4,CISQ
7810,Avoid Artifacts with a Complex SELECT Clause,"ABAP, etc.",** missing tag **,** missing standard **
7812,Class naming convention - case and character set control,"Visual Basic, etc.",** missing tag **,** missing standard **
7814,Avoid Tables not using referential integrity,"DB2 Server, etc.",** missing tag **,** missing standard **
7816,Avoid using GOTO statement,"DB2 Server, etc.",ASCMM-MNT-1,CISQ
7818,Avoid Functions having a very low Comment/Code ratio,"ASP, etc.",** missing tag **,** missing standard **
7820,Never use SQL queries with a cartesian product,"ABAP, etc.",** missing tag **,** missing standard **
7822,Avoid Artifacts with queries on more than 4 Tables,"ABAP, etc.",** missing tag **,** missing standard **
7824,The exception Exception should never been thrown. Always Subclass Exception and throw the subclassed Classes.,"C#, etc.",ASCRM-CWE-397,CISQ
7824,The exception Exception should never been thrown. Always Subclass Exception and throw the subclassed Classes.,,A3-2017,OWASP
7824,The exception Exception should never been thrown. Always Subclass Exception and throw the subclassed Classes.,,CWE-600,CWE
7826,Forms naming convention - prefix control,"Forms, etc.",** missing tag **,** missing standard **
7828,Avoid Artifacts with High RAW SQL Complexity,"ABAP, etc.",** missing tag **,** missing standard **
7830,Avoid unreferenced Interfaces,"ABAP, etc.",** missing tag **,** missing standard **
7832,Avoid unreferenced Classes,"ABAP, etc.",** missing tag **,** missing standard **
7834,Avoid undocumented Interfaces,"ABAP, etc.",** missing tag **,** missing standard **
7836,Avoid undocumented Functions,"ASP, etc.",** missing tag **,** missing standard **
7838,Avoid undocumented Methods,"ABAP, etc.",** missing tag **,** missing standard **
7840,Trigger naming convention - prefix control,"DB2 Server, etc.",** missing tag **,** missing standard **
7842,Avoid large Artifacts - too many Lines of Code,"ABAP, etc.",ASCMM-MNT-8,CISQ
7844,Avoid undocumented Classes,"ABAP, etc.",** missing tag **,** missing standard **
7846,Avoid Methods with a very low comment/code ratio,"ABAP, etc.",** missing tag **,** missing standard **
7848,Interface naming convention - prefix,"ABAP, etc.",** missing tag **,** missing standard **
7850,Avoid raising an exception in a Web Dynpro Supply Function or in a Method called by a Supply Function,ABAP,** missing tag **,** missing standard **
7852,Database view naming convention - prefix control,"SAP SQL, etc.",** missing tag **,** missing standard **
7854,Database table naming convention - prefix control,"SAP SQL, etc.",** missing tag **,** missing standard **
7856,Avoid Tables with more than 20 columns on an OLTP system,"DB2 Server, etc.",** missing tag **,** missing standard **
7858,Avoid passing parameter by value,ABAP,** missing tag **,** missing standard **
7860,Avoid unreferenced Functions,"ASP, etc.",ASCMM-MNT-20,CISQ
7862,"Avoid catching an exception of type Exception, RuntimeException, or Throwable","C#, etc.",ASCRM-CWE-396,CISQ
7864,BAPIs must not cause the Program to abort or terminate,ABAP,** missing tag **,** missing standard **
7866,Avoid SELECT ... BYPASSING BUFFER,ABAP,** missing tag **,** missing standard **
7868,Avoid Open SQL queries in loops,ABAP,** missing tag **,** missing standard **
7870,Avoid using the NOT LIKE operator in WHERE clauses,ABAP,** missing tag **,** missing standard **
7872,Avoid using IS [NOT] NULL in WHERE condition,ABAP,** missing tag **,** missing standard **
7874,Avoid using dynamic queries,ABAP,** missing tag **,** missing standard **
7876,Avoid using SELECT ... FOR UPDATE,ABAP,** missing tag **,** missing standard **
7878,Avoid Open SQL SELECT queries without WHERE condition,ABAP,** missing tag **,** missing standard **
7880,Avoid nested loops,ABAP,** missing tag **,** missing standard **
7882,Avoid using Native SQL,ABAP,** missing tag **,** missing standard **
7884,Avoid disabling source code inspection,ABAP,** missing tag **,** missing standard **
7886,Avoid using SYSTEM-CALL,ABAP,** missing tag **,** missing standard **
7888,"Web Dynpro - Never use direct calls to routine via ""me->"", use ""wd_This->"" instead",ABAP,** missing tag **,** missing standard **
7890,Web Dynpro - Never use INCLUDE statement,ABAP,** missing tag **,** missing standard **
7892,Web Dynpro - Avoid changing the program flow,ABAP,** missing tag **,** missing standard **
7894,"Avoid using LOOP INTO, use LOOP ASSIGNING instead",ABAP,** missing tag **,** missing standard **
7898,SQL Function naming convention - prefix control,"DB2 Server, etc.",** missing tag **,** missing standard **
7900,Stored Procedure naming convention - prefix control,"DB2 Server, etc.",** missing tag **,** missing standard **
7902,Avoid SQL queries that no index can support,"ABAP, etc.",ASCPEM-PRF-5,CISQ
7904,Avoid SQL queries on XXL tables that no index can support,"ABAP, etc.",** missing tag **,** missing standard **
7906,Avoid testing specific values for SY-UNAME,ABAP,** missing tag **,** missing standard **
7908,Avoid unreferenced Methods,"ABAP, etc.",ASCMM-MNT-20,CISQ
7910,"Never exit a finally block with a return, break, continue, or throw",JEE,** missing tag **,** missing standard **
7912,Avoid unreferenced Data Members,"ABAP, etc.",** missing tag **,** missing standard **
7914,Avoid direct access to Database Tables,"ASP, etc.",ASCPEM-PRF-9,CISQ
7914,Avoid direct access to Database Tables,"C#,VB .Net,JEE,C, C++",AIP-GDPR,AIP
7916,Avoid direct use of Database objects (JSP/ASP),"ASP, etc.",** missing tag **,** missing standard **
7916,Avoid direct use of Database objects (JSP/ASP),"J2EE, ASP",AIP-GDPR,AIP
7918,Exceptions naming convention -suffix control,"C#, etc.",** missing tag **,** missing standard **
7920,Exceptions naming convention - case and character set control,"C#, etc.",** missing tag **,** missing standard **
7922,Avoid usage of 'std::find_first_of',C++,** missing tag **,** missing standard **
7924,Avoid defining Functions with 'struct' or 'class' parameters passed by value,"C++, etc.",** missing tag **,** missing standard **
7926,Abstract Classes should be non copy-assignable,C++,** missing tag **,** missing standard **
7930,Avoid redeclaring and overriding Methods with different default parameter values,C++,** missing tag **,** missing standard **
7932,Avoid Constructors not supplying an initial value for all non-static data members,C++,** missing tag **,** missing standard **
7934,Avoid Superclass (or Interface) knowing Subclass (or Interface),"ABAP, etc.",ASCRM-RLB-14,CISQ
7936,Avoid using finalize(),JEE,** missing tag **,** missing standard **
7938,Override all overloads of a base Class virtual Method,C++,** missing tag **,** missing standard **
7940,Avoid Stateful Beans not removed,JEE,** missing tag **,** missing standard **
7942,"Avoid EJBs using 'synchronized' qualifier, 'wait', 'notify' and 'notifyAll' Methods",JEE,** missing tag **,** missing standard **
7944,Avoid High Response for Classes,"ABAP, etc.",** missing tag **,** missing standard **
7946,Avoid queries using old style join convention instead of ANSI-Standard joins,"Forms, etc.",** missing tag **,** missing standard **
7948,Do not mix Ansi joins syntax with Oracle proprietary joins syntax in the same query,"Forms, etc.",** missing tag **,** missing standard **
7950,Avoid definition of synonym as PUBLIC in PL/SQL context,PL/SQL,** missing tag **,** missing standard **
7952,Avoid synonym with both private & PUBLIC Definition in PL/SQL context,PL/SQL,** missing tag **,** missing standard **
7954,Avoid indirect String concatenation inside loops,JEE,ASCPEM-PRF-8,CISQ
7956,Avoid indirect exception handling inside loops,JEE,** missing tag **,** missing standard **
7958,Avoid orphaned synonyms in PL/SQL context,PL/SQL,** missing tag **,** missing standard **
7960,Avoid looping chain of synonyms in PL/SQL context,"Forms, etc.",** missing tag **,** missing standard **
7962,Avoid direct or indirect remote calls inside a loop(ASCPEM-PRF-8),JEE,ASCPEM-PRF-8,CISQ
7964,Avoid directly instantiating a Class used as a managed bean,JEE,** missing tag **,** missing standard **
7966,Avoid includes in Header Files,"C++, etc.",** missing tag **,** missing standard **
7968,Never use strcat() function,"C++, etc.",** missing tag **,** missing standard **
7970,Never use strcpy() function,"C++, etc.",** missing tag **,** missing standard **
7972,Never use sprintf() or vsprintf() functions,"C++, etc.",** missing tag **,** missing standard **
7976,Never use gets() function,"C++, etc.",** missing tag **,** missing standard **
7978,Avoid using the scanf() function family,"C++, etc.",** missing tag **,** missing standard **
7980,Avoid using strtrns() function,"C++, etc.",** missing tag **,** missing standard **
7982,Avoid using strlen() function family,"C++, etc.",** missing tag **,** missing standard **
7984,Avoid using strecpy() function,"C++, etc.",** missing tag **,** missing standard **
7986,Avoid using streadd() function,"C++, etc.",** missing tag **,** missing standard **
7988,Avoid using snprintf() function family,"C++, etc.",** missing tag **,** missing standard **
7990,Avoid using realpath() function,"C++, etc.",** missing tag **,** missing standard **
7992,Avoid using getpass() function,"C++, etc.",** missing tag **,** missing standard **
7994,Avoid using getopt() function,"C++, etc.",** missing tag **,** missing standard **
7996,Provide a private default Constructor for utility Classes or use free Functions in a Namespace,C++,** missing tag **,** missing standard **
7998,Avoid local variables that are not initialized at declaration time,"C++, etc.",** missing tag **,** missing standard **
8000,Avoid 'catch-all' statement,"C++, etc.",ASCRM-CWE-396,CISQ
8002,Never perform C-style cast between incompatible Class pointers,"C++, etc.",** missing tag **,** missing standard **
8004,Avoid using 'delete this',"C++, etc.",** missing tag **,** missing standard **
8006,Avoid Classes with a copy Constructor and the default Destructor or assignment operator,C++,** missing tag **,** missing standard **
8008,Avoid data members that are never read,"C++, etc.",** missing tag **,** missing standard **
8010,"Do not overload the ampersand, comma, logical AND or logical OR operators",C++,** missing tag **,** missing standard **
8012,Avoid unchecked return code (SY-SUBRC) after opening and reading dataset,ABAP,** missing tag **,** missing standard **
8014,Avoid unchecked return code (SY-SUBRC) after AUTHORITY-CHECK,ABAP,** missing tag **,** missing standard **
8016,Avoid unsecured EJB remote method,JEE,** missing tag **,** missing standard **
8022,Avoid hiding attributes,"C++, etc.",** missing tag **,** missing standard **
8024,Avoid Classes with a non-empty Destructor and the default assignment operator or copy Constructor,C++,** missing tag **,** missing standard **
8026,Avoid Classes with an assignment operator and the default Destructor or copy constructor,C++,** missing tag **,** missing standard **
8028,Avoid missing default in switch statements,"C++, etc.",ASCMM-MNT-1,CISQ
8030,Check alphanumeric data before moving it into numeric data,Cobol,** missing tag **,** missing standard **
8032,Avoid using a break statement in 'for' loops,"C++, etc.",** missing tag **,** missing standard **
8034,Variables defined in Working-Storage section must be initialized before to be read,Cobol,** missing tag **,** missing standard **
8036,Avoid improperly written triangular joins with XXL tables in PL/SQL code,"Forms, etc.",** missing tag **,** missing standard **
8038,Avoid Struts 2 Validator field not referencing a java class field,JEE,** missing tag **,** missing standard **
8040,Avoid Struts 2 Action Fields without Validation,JEE,** missing tag **,** missing standard **
8042,Struts 2 Validation: Avoid unused validation form,JEE,CWE-107,CWE
8044,CWE-117: Avoid Log forging vulnerabilities,"C#, etc.",A1-2013,oWASP
8044,CWE-117: Avoid Log forging vulnerabilities,"C#, etc.",A1-2017,OWASP
8044,CWE-117: Avoid Log forging vulnerabilities,"C#, etc.",CWE-117,CWE
8044,CWE-117: Avoid Log forging vulnerabilities,"C#,VB .Net,JEE",AIP-GDPR,AIP
8046,Do not return non-const handles to Class data from const member Functions,"C++, etc.",** missing tag **,** missing standard **
8048,Invoke 'delete' with the same form as the matching 'new',"C++, etc.",** missing tag **,** missing standard **
8050,Do not hide declarations in other scopes,"C++, etc.",** missing tag **,** missing standard **
8052,Avoid setting a pointer to the address of a local variable defined in a lower scope,"C++, etc.",** missing tag **,** missing standard **
8054,Avoid calling blocking functions with an infinite timeout,"C++, etc.",** missing tag **,** missing standard **
8056,Method override fails due to mismatch of const/volatile qualifiers,"C++, etc.",** missing tag **,** missing standard **
8058,A pointer to a derived Class shall only be cast implicitly to a pointer to base Class,"C++, etc.",** missing tag **,** missing standard **
8060,A pointer to a base Class shall only be cast to a pointer to a derived Class by means of 'dynamic_cast',"C++, etc.",** missing tag **,** missing standard **
8062,"An unconditional 'throw', 'return' or 'break' shall terminate every non-empty switch-clause","C++, etc.",** missing tag **,** missing standard **
8064,Assignment operator should assign all non-static members of the target object,"C++, etc.",** missing tag **,** missing standard **
8066,Avoid using 'using namespace' or 'using' declarations in header files,"C++, etc.",** missing tag **,** missing standard **
8068,Do not return a dereferenced pointer allocated inside the function,"C++, etc.",** missing tag **,** missing standard **
8070,Do not alter a control variable in the body of a 'for' statement,"C++, etc.",** missing tag **,** missing standard **
8072,Never define collection of 'std::auto_ptr',"C++, etc.",** missing tag **,** missing standard **
8074,Avoid using 'class' or 'struct' parameters with variadic Functions,"C++, etc.",** missing tag **,** missing standard **
8076,"Avoid using 'new[]', prefer 'std::vector' or 'std::array'","C++, etc.",** missing tag **,** missing standard **
8078,Casting from pointer to base Class to pointer to derived Class should be done through 'dynamic_cast' or 'static_cast',"C++, etc.",** missing tag **,** missing standard **
8080,Avoid exists independent clauses,"PL/SQL, etc.",** missing tag **,** missing standard **
8082,Avoid Tables without Primary Key,"PL/SQL, etc.",** missing tag **,** missing standard **
8086,Avoid types that own disposable fields and are not disposable,"C#, etc.",** missing tag **,** missing standard **
8088,Avoid override artifacts not having link demands identical to base,"C#, etc.",** missing tag **,** missing standard **
8090,Avoid using NaN to test the result of an expression,"C#, etc.",** missing tag **,** missing standard **
8092,Avoid Objects having exposed pointers allowed to access unmanaged memory,"C#, etc.",** missing tag **,** missing standard **
8094,Avoid locking of Objects with weak identities,"C#, etc.",** missing tag **,** missing standard **
8096,Avoid testing floating point numbers for equality,JEE,** missing tag **,** missing standard **
8098,CWE-134: Avoid uncontrolled format string,"C#, etc.",ASCSM-CWE-134,CISQ
8098,CWE-134: Avoid uncontrolled format string,"C#, etc.",CWE-134,CWE
8098,CWE-134: Avoid uncontrolled format string,"C#,VB .Net,JEE",AIP-GDPR,AIP
8100,Blocking synchronous calls should have associated timeouts,JEE,ASCRM-RLB-19,CISQ
8102,Avoid hardcoded network resource names,JEE,ASCRM-RLB-18,CISQ
8102,Avoid hardcoded network resource names,JEE,CWE-259,CWE
8104,Close database resources ASAP,JEE,CWE-404,CWE
8106,Avoid empty IF-ENDIF blocks,ABAP,** missing tag **,** missing standard **
8108,Close the outermost stream ASAP,"C#, etc.",ASCRM-CWE-772,CISQ
8110,Use dedicated stored procedures when multiple data accesses are needed (ASCPEM-PRF-10),"C#, etc.",ASCPEM-PRF-10,CISQ
8112,Avoid improper processing of the execution status of data handling operations,"C#, etc.",ASCRM-CWE-252-data,CISQ
8114,Avoid numerical data corruption during incompatible mutation,ABAP,ASCSM-CWE-681,CISQ
8116,Avoid calling system function (CALL 'cfunc'),ABAP,** missing tag **,** missing standard **
8118,Avoid using the RFC_ABAP_INSTALL_AND_RUN function,ABAP,** missing tag **,** missing standard **
8120,Avoid using CALL FUNCTION without error handling,ABAP,** missing tag **,** missing standard **
8122,Avoid using CALL METHOD without error handling,ABAP,ASCRM-CWE-396,CISQ
8122,Avoid using CALL METHOD without error handling,ABAP,ASCRM-CWE-397,CISQ
8124,Do not use function module DB_EXISTS_INDEX (HANA),ABAP,** missing tag **,** missing standard **
8126,Avoid using empty SELECT ... ENDSELECT loop,ABAP,** missing tag **,** missing standard **
8130,Avoid using database hints,ABAP,** missing tag **,** missing standard **
8132,"Avoid using CHECK, EXIT,or RETURN in SELECT ... ENDSELECT loops",ABAP,** missing tag **,** missing standard **
8134,Avoid unsorted data after SELECT queries,ABAP,** missing tag **,** missing standard **
8136,Beans with normal scope must be proxyable to avoid runtime errors,JEE,** missing tag **,** missing standard **
8140,Subscripts and iterators must be defined with BINARY usage,Cobol,** missing tag **,** missing standard **
8142,Prefer using indexes instead of subscripts,Cobol,** missing tag **,** missing standard **
8144,Avoid using INITIALIZE statement on data structures,Cobol,** missing tag **,** missing standard **
8146,Avoid calling programs statically,Cobol,** missing tag **,** missing standard **
8148,Avoid artifacts having Incorrect Type Conversion or Cast,"C#, etc.",** missing tag **,** missing standard **
8150,Avoid using Parse for primitive types and used instead TryParse,"C#, etc.",** missing tag **,** missing standard **
8152,Avoid having transaction with the Thread.Sleep method in a loop,"C#, etc.",** missing tag **,** missing standard **
8154,Avoid using GC.Collect(),"C#, etc.",** missing tag **,** missing standard **
8156,Persistent classes should implement GetHashCode() and Equals(),"C#, etc.",** missing tag **,** missing standard **
8158,Runtime Resource Management Control Element in a Component Built to Run on Application Servers,"C#, etc.",ASCSM-CWE-798,CISQ
8160,Check PCB status code after DLI queries,Cobol,** missing tag **,** missing standard **
8162,CICS return code should be checked,Cobol,** missing tag **,** missing standard **
8214,CWE-672: Expired or Released Resource should not be used,JEE,ASCSM-CWE-672,CISQ
8214,CWE-672: Expired or Released Resource should not be used,JEE,CWE-672,CWE
8216,CWE-681: Avoid numerical data corruption during incompatible mutation,JEE,ASCSM-CWE-681,CISQ
8216,CWE-681: Avoid numerical data corruption during incompatible mutation,JEE,CWE-681,CWE
8218,CWE-434: Content type should be checked when receiving a HTTP Post,JEE,AIP-GDPR,AIP
8218,CWE-434: Content type should be checked when receiving a HTTP Post,JEE,ASCSM-CWE-434,CISQ
8218,CWE-434: Content type should be checked when receiving a HTTP Post,JEE,CWE-414,CWE
8220,"Avoid using deprecated method, constructor, field, type or package",JEE,** missing tag **,** missing standard **
8222,CWE-798 : Use of Hard-coded Credentials,"C#, etc.",CWE-798,CWE
8222,CWE-798: Use of hard-coded credentials,"C#,VB .Net,JEE",AIP-GDPR,AIP
8236,Avoid using hard-coded values,Cobol,** missing tag **,** missing standard **
8238,CWE-501: Trust boundary violation,"C#, etc.",A3-2017,OWASP
8238,CWE-501: Trust boundary violation,"C#, etc.",CWE-501,CWE
8238,CWE-501: Trust boundary violation,"C#,VB .Net,JEE",AIP-GDPR,AIP
8240,CWE-614: Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,"C#, etc.",CWE-614,CWE
8240,CWE-614: Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,"C#, etc.",DATA-SAFETY,AIP
8240,CWE-614: Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,"C#,VB .Net,JEE",AIP-GDPR,AIP
8242,CWE-330: Use of insufficiently random values,"C#, etc.",CWE-330,CWE
8242,CWE-330: Use of insufficiently random values,"C#,VB .Net,JEE",AIP-GDPR,AIP
8402,All types of a serializable class must be serializable,"C#, etc.",ASCRM-RLB-3,CISQ
1001008,Avoid having multiple artifacts inserting data on the same SQL table (PLI),ANY TECHNOLOGY,** missing tag **,** missing standard **
1001010,Avoid having multiple artifacts deleting data on the same SQL table (PLI),ANY TECHNOLOGY,** missing tag **,** missing standard **
1001012,Avoid having multiple artifacts updating data on the same SQL table (PLI),ANY TECHNOLOGY,** missing tag **,** missing standard **
1001014,Avoid having multiple artifacts inserting data on the same SQL table (PLC),ANY TECHNOLOGY,** missing tag **,** missing standard **
1001016,Avoid having multiple artifacts deleting data on the same SQL table (PLC),ANY TECHNOLOGY,** missing tag **,** missing standard **
1001018,Avoid having multiple artifacts updating data on the same SQL table (PLC),ANY TECHNOLOGY,** missing tag **,** missing standard **
1001020,Avoid PLI Procedures & Functions with a High Fan-out (PL1),PLI,** missing tag **,** missing standard **
1001022,Avoid PLC Procedures & Functions with a High Fan-out (PL1),PLC,** missing tag **,** missing standard **
1001024,Avoid PLI Procedures & Functions with a High Fan-in (PL1),PLI,** missing tag **,** missing standard **
1001026,Avoid PLC Procedures & Functions with a High Fan-in (PL1),PLC,** missing tag **,** missing standard **
1001028,Avoid duplicated Main Procedures (PL1),PLI,** missing tag **,** missing standard **
1001030,Avoid PLI Main Proc with High Cyclomatic Complexity (PL1),PLI,** missing tag **,** missing standard **
1001032,Avoid PLC Copybook with High Cyclomatic Complexity (PL1),PLC,** missing tag **,** missing standard **
1001034,Avoid PLI Procedures & Functions with High Cyclomatic Complexity (PL1),PLI,** missing tag **,** missing standard **
1001036,Avoid PLC Procedures & Functions with High Cyclomatic Complexity (PL1),PLC,** missing tag **,** missing standard **
1001038,Avoid PLI Functions and Procedures declared as RECURSIVE (PL1),PLI,** missing tag **,** missing standard **
1001040,Avoid PLC Includes having recursive PLC procedures (PL1),PLC,** missing tag **,** missing standard **
1001042,Avoid Functions and Procedures having multiple statements on the same line (PL1),PLI,** missing tag **,** missing standard **
1001044,Avoid Functions and Procedures using RETURN statements (PL1),PLI,** missing tag **,** missing standard **
1001046,"Avoid Functions and Procedures using logical operators (or, and) in the ""WHEN"" clause of the SELECT statement (PL1)",PLI,** missing tag **,** missing standard **
1001048,Avoid excessive number of successive nested Procedure calls and limit it to two (PL1),PLI,** missing tag **,** missing standard **
1001052,Avoid Programs having modules declared as external entries and unused (PL1),PLI,** missing tag **,** missing standard **
1001054,Avoid unreferenced PLI Procedures & Functions (PL1),PLI,** missing tag **,** missing standard **
1001056,Avoid unreferenced PLC Procedures & Functions (PL1),PLC,** missing tag **,** missing standard **
1001058,Avoid unreferenced PLC Copybooks (PL1),PLC,** missing tag **,** missing standard **
1001060,Avoid duplicate Programs in different files (PL1),PLI,** missing tag **,** missing standard **
1001062,Avoid unreferenced Main procedures (PL1),PLI,** missing tag **,** missing standard **
1001064,Avoid unreferenced DB2 tables (PL1),DB2 Server,** missing tag **,** missing standard **
1001066,Avoid unreferenced PLC DB2 tables (PL1),PLC,** missing tag **,** missing standard **
1001070,Avoid using Main Procedures not having the same name as the file name (PL1),PLI,** missing tag **,** missing standard **
1001072,Avoid Functions and Procedures having bad naming convention (PL1),PLI,** missing tag **,** missing standard **
1001074,"Avoid Main Procedures having in the same statement the combination of two words among : INDEX, SUBSTR, REPEAT, TRANSLATE (PL1)",PLI,** missing tag **,** missing standard **
1001078,Avoid having Copybooks with reserved prefix (PL1),PLI,** missing tag **,** missing standard **
1001080,Avoid Functions and Procedures having qualified variables having spaces in the name (PL1),PLI,** missing tag **,** missing standard **
1001082,Avoid Programs mixing usage of do-while or (and) do-until (PL1),PLI,** missing tag **,** missing standard **
1001084,"Avoid Main Procedures having the FETCH statement not followed by the word ""TITLE"" (PL1)",PLI,** missing tag **,** missing standard **
1001086,Avoid programs with SQL queries using old style join convention instead of ANSI-Standard joins,PLI,** missing tag **,** missing standard **
1001088,Avoid undocumented PLI Programs (PL1),PLI,** missing tag **,** missing standard **
1001090,Avoid undocumented PLC Copybook (PL1),PLC,** missing tag **,** missing standard **
1001092,Avoid undocumented PLI Procedures and Functions (PL1),PLI,** missing tag **,** missing standard **
1001094,Avoid undocumented PLC Procedures and Functions (PL1),PLC,** missing tag **,** missing standard **
1001096,Avoid PLI Programs with a very low comment/code ratio (PL1),PLI,** missing tag **,** missing standard **
1001098,Avoid PLC Copybook with a very low comment/code ratio (PL1),PLC,** missing tag **,** missing standard **
1001100,Avoid PLC Procedures & Functions with a very low comment/code ratio (PL1),PLC,** missing tag **,** missing standard **
1001102,Avoid PLI Procedures & Functions with a very low comment/code ratio (PL1),PLI,** missing tag **,** missing standard **
1001104,Avoid PLI Main procedures using variables with ALLOCATE and without FREE (PL1),PLI,** missing tag **,** missing standard **
1001106,Avoid using PLI Main Procedures using FIXED variable type declaration (PL1),PLI,** missing tag **,** missing standard **
1001108,Avoid PLC Copybooks using variables with ALLOCATE and without FREE (PL1),PLC,** missing tag **,** missing standard **
1001110,Avoid PLC Copybooks using FIXED variable type declaration (PL1),PLC,** missing tag **,** missing standard **
1001112,Avoid Functions and Procedures not using the REORDER option (PL1),PLI,** missing tag **,** missing standard **
1001114,Avoid Functions and Procedures using BLKSIZE or RECSIZE (PL1),PLI,** missing tag **,** missing standard **
1001116,"Avoid Function and Procedures using Builtin Function ""String"" (PL1)",PLI,** missing tag **,** missing standard **
1001118,Avoid Programs not using explicitly OPEN and CLOSE files (PL1),PLI,** missing tag **,** missing standard **
1001120,Avoid Functions and Procedures having subscripts used in arrays or in do loops and not declared as BINARY FIXED(31) (PL1),PLI,** missing tag **,** missing standard **
1001122,Avoid Functions and Procedures using BIN FIXED(15) instead of BIN FIXED(31) for all local variables (PL1),PLI,** missing tag **,** missing standard **
1001124,Avoid Main Procedures having SQL queries using NOT IN (PL1),PLI,** missing tag **,** missing standard **
1001126,Avoid Main Procedures having SQL queries using NOT EXISTS (PL1),PLI,** missing tag **,** missing standard **
1001128,Avoid Main Procedures having queries with joins on more than 4 Tables (PL1),PLI,** missing tag **,** missing standard **
1001130,Avoid Main Procedures with High Raw SQL Complexity (SQL complexity greater than X) (PL1),PLI,** missing tag **,** missing standard **
1001132,Avoid Main Procedures having complex queries (PL1),PLI,** missing tag **,** missing standard **
1001134,Avoid Main Procedures using GROUP BY statement (PL1),PLI,** missing tag **,** missing standard **
1001136,"Avoid Main Procedures having ""SELECT * FROM ..."" clause (PL1)",PLI,** missing tag **,** missing standard **
1001138,"Avoid Functions and Procedures having cursors declared with ""FOR FETCH ONLY"" clause not having ""WITH ROWSET POSITIONING"" also specified (PL1)",PLI,** missing tag **,** missing standard **
1001140,"Avoid Functions and Procedures with DB2 SQL containing the builtin function UPPER, LOWER or SUBSTR in the WHERE clause (PL1)",PLI,** missing tag **,** missing standard **
1001142,"Avoid Functions and Procedures with DB2 SQL containing ""UNION"" clause without ""ALL"" option (PL1)",PLI,** missing tag **,** missing standard **
1001144,"Avoid Functions and Procedures with ""OR"" logical operator in DB2 queries and in cursor definitions (PL1)",PLI,** missing tag **,** missing standard **
